"id","alumno_id","curso_id","periodo","vez_cursado","nota_pc1","nota_parcial","nota_pc2","promedio_proyectado","asistencia_porcentaje","estado"
"1454","313","13","2025-II","2","9.39","7.95",,"8.67","56","MATRICULADO"
"1455","313","4","2025-II","1","10.45","7.42",,"8.94","64","MATRICULADO"
"1456","314","13","2025-II","1","11.75","10.33",,"11.04","84","MATRICULADO"
"1457","314","25","2025-II","1","10.87","11.59",,"11.23","82","MATRICULADO"
"1458","314","3","2025-II","1","13.21","14.12",,"13.67","83","MATRICULADO"
"1459","314","6","2025-II","1","10.97","10.26",,"10.62","88","MATRICULADO"
"1460","314","26","2025-II","1","10","12.44",,"11.22","86","MATRICULADO"
"1461","315","7","2025-II","1","11.11","10.01",,"10.56","79","MATRICULADO"
"1462","315","23","2025-II","1","11.64","11.06",,"11.35","76","MATRICULADO"
"1463","315","24","2025-II","1","11.07","13.16",,"12.12","71","MATRICULADO"
"1464","315","21","2025-II","2","11.31","10.41",,"10.86","72","MATRICULADO"
"1465","315","27","2025-II","2","11.07","10.33",,"10.7","72","MATRICULADO"
"1466","316","12","2025-II","1","13.03","10.29",,"11.66","86","MATRICULADO"
"1467","316","25","2025-II","1","9.88","11.35",,"10.62","86","MATRICULADO"
"1468","316","1","2025-II","1","13.4","11.59",,"12.5","87","MATRICULADO"
"1469","316","15","2025-II","1","13.31","9.74",,"11.53","89","MATRICULADO"
"1470","316","19","2025-II","1","13.64","9.91",,"11.78","89","MATRICULADO"
"1471","317","9","2025-II","1","14.37","10.25",,"12.31","88","MATRICULADO"
"1472","317","19","2025-II","1","10.97","13.96",,"12.47","85","MATRICULADO"
"1473","317","7","2025-II","1","11.08","11.38",,"11.23","89","MATRICULADO"
"1474","317","15","2025-II","1","12.69","12.78",,"12.74","83","MATRICULADO"
"1475","317","25","2025-II","1","12.85","12.38",,"12.62","88","MATRICULADO"
"1476","317","18","2025-II","1","12.58","12.46",,"12.52","81","MATRICULADO"
"1477","318","22","2025-II","1","17.26","16.02",,"16.64","92","MATRICULADO"
"1478","318","23","2025-II","1","14.85","18.06",,"16.46","97","MATRICULADO"
"1479","318","1","2025-II","1","17.6","13.79",,"15.7","98","MATRICULADO"
"1480","318","27","2025-II","1","15.18","17.47",,"16.33","99","MATRICULADO"
"1481","318","12","2025-II","1","14.13","15.69",,"14.91","98","MATRICULADO"
"1482","318","21","2025-II","1","14.65","18.26",,"16.46","90","MATRICULADO"
"1483","319","3","2025-II","2","7.18","6.94",,"7.06","59","MATRICULADO"
"1484","319","9","2025-II","2","9.61","8.3",,"8.96","58","MATRICULADO"
"1485","319","28","2025-II","1","8.55","5.58",,"7.07","57","MATRICULADO"
"1486","319","6","2025-II","1","7.79","8.84",,"8.32","64","MATRICULADO"
"1487","319","24","2025-II","1","9.43","7.72",,"8.58","63","MATRICULADO"
"1488","320","15","2025-II","2","6.31","6.19",,"6.25","57","MATRICULADO"
"1489","320","17","2025-II","1","5.65","7.43",,"6.54","63","MATRICULADO"
"1490","320","2","2025-II","1","10.31","8.27",,"9.29","63","MATRICULADO"
"1491","320","21","2025-II","2","8.63","7.04",,"7.84","61","MATRICULADO"
"1492","320","11","2025-II","1","7.39","7.08",,"7.24","59","MATRICULADO"
"1493","320","9","2025-II","2","10.37","6.51",,"8.44","55","MATRICULADO"
"1494","321","24","2025-II","1","12.25","12.43",,"12.34","76","MATRICULADO"
"1495","321","2","2025-II","1","13.12","13.34",,"13.23","70","MATRICULADO"
"1496","321","13","2025-II","2","12.65","8.71",,"10.68","77","MATRICULADO"
"1497","322","13","2025-II","1","8.84","11.03",,"9.94","73","MATRICULADO"
"1498","322","3","2025-II","1","10.85","11.88",,"11.37","79","MATRICULADO"
"1499","322","23","2025-II","2","11.04","13.28",,"12.16","72","MATRICULADO"
"1500","322","12","2025-II","1","10.15","12.01",,"11.08","75","MATRICULADO"
"1501","322","14","2025-II","1","12.71","11.71",,"12.21","76","MATRICULADO"
"1502","323","25","2025-II","1","15.54","15.67",,"15.61","99","MATRICULADO"
"1503","323","13","2025-II","1","15.35","16.1",,"15.73","94","MATRICULADO"
"1504","323","26","2025-II","1","18.46","14.93",,"16.7","94","MATRICULADO"
"1505","323","11","2025-II","1","16.41","17.26",,"16.84","90","MATRICULADO"
"1506","323","23","2025-II","1","18.49","16.36",,"17.43","98","MATRICULADO"
"1507","323","18","2025-II","1","15.88","16.16",,"16.02","92","MATRICULADO"
"1508","324","21","2025-II","1","10.36","9.8",,"10.08","87","MATRICULADO"
"1509","324","20","2025-II","1","14.49","11.06",,"12.78","85","MATRICULADO"
"1510","324","25","2025-II","1","14.3","12.68",,"13.49","82","MATRICULADO"
"1511","324","17","2025-II","2","11.57","14.35",,"12.96","86","MATRICULADO"
"1512","324","4","2025-II","1","11.25","12.21",,"11.73","86","MATRICULADO"
"1513","325","26","2025-II","1","8.23","8.82",,"8.53","61","MATRICULADO"
"1514","325","12","2025-II","2","10.24","7.32",,"8.78","64","MATRICULADO"
"1515","325","23","2025-II","2","9.89","5.5",,"7.7","58","MATRICULADO"
"1516","325","24","2025-II","2","7.61","6.97",,"7.29","56","MATRICULADO"
"1517","325","4","2025-II","1","9.69","8.11",,"8.9","55","MATRICULADO"
"1518","326","23","2025-II","1","9.48","5.66",,"7.57","62","MATRICULADO"
"1519","326","22","2025-II","1","9.63","7.04",,"8.34","55","MATRICULADO"
"1520","326","11","2025-II","1","7.74","7.23",,"7.49","58","MATRICULADO"
"1521","326","25","2025-II","2","6.07","9.84",,"7.96","64","MATRICULADO"
"1522","326","27","2025-II","1","7.76","9.74",,"8.75","63","MATRICULADO"
"1523","327","15","2025-II","1","10.11","11.81",,"10.96","73","MATRICULADO"
"1524","327","21","2025-II","1","13.34","13.22",,"13.28","78","MATRICULADO"
"1525","327","7","2025-II","1","8.9","9.08",,"8.99","73","MATRICULADO"
"1526","327","10","2025-II","1","10.85","9.76",,"10.31","78","MATRICULADO"
"1527","328","28","2025-II","1","10.09","13.15",,"11.62","82","MATRICULADO"
"1528","328","9","2025-II","1","14.2","9.58",,"11.89","82","MATRICULADO"
"1529","328","8","2025-II","1","12.52","12.54",,"12.53","82","MATRICULADO"
"1530","328","10","2025-II","1","12.78","12.03",,"12.41","85","MATRICULADO"
"1531","329","19","2025-II","1","13.38","10.47",,"11.93","86","MATRICULADO"
"1532","329","9","2025-II","1","9.86","12.28",,"11.07","85","MATRICULADO"
"1533","329","5","2025-II","1","10.44","12.14",,"11.29","80","MATRICULADO"
"1534","329","23","2025-II","1","10.9","10.52",,"10.71","81","MATRICULADO"
"1535","330","16","2025-II","1","9.14","11.16",,"10.15","72","MATRICULADO"
"1536","330","23","2025-II","2","10.26","10.07",,"10.17","75","MATRICULADO"
"1537","330","19","2025-II","1","10.44","13.24",,"11.84","75","MATRICULADO"
"1538","330","2","2025-II","1","10.98","12.94",,"11.96","79","MATRICULADO"
"1539","330","3","2025-II","1","10.95","12.59",,"11.77","76","MATRICULADO"
"1540","330","18","2025-II","1","11.76","10.16",,"10.96","77","MATRICULADO"
"1541","331","1","2025-II","1","13.98","15.37",,"14.68","95","MATRICULADO"
"1542","331","23","2025-II","1","14.8","17.94",,"16.37","96","MATRICULADO"
"1543","331","18","2025-II","1","14.42","13.62",,"14.02","95","MATRICULADO"
"1544","331","21","2025-II","1","13.79","13.68",,"13.74","90","MATRICULADO"
"1545","331","27","2025-II","1","17.15","17.45",,"17.3","97","MATRICULADO"
"1546","331","13","2025-II","1","17.88","13.92",,"15.9","97","MATRICULADO"
"1547","332","12","2025-II","1","6.61","5.98",,"6.3","63","MATRICULADO"
"1548","332","23","2025-II","1","6.07","9.58",,"7.83","62","MATRICULADO"
"1549","332","7","2025-II","1","5.87","6.22",,"6.05","60","MATRICULADO"
"1550","332","3","2025-II","1","10.29","7.77",,"9.03","59","MATRICULADO"
"1551","333","20","2025-II","2","5.62","7.37",,"6.5","63","MATRICULADO"
"1552","333","25","2025-II","1","8.55","6.03",,"7.29","61","MATRICULADO"
"1553","333","5","2025-II","1","6.44","5.76",,"6.1","62","MATRICULADO"
"1554","333","10","2025-II","1","6.34","6.27",,"6.31","57","MATRICULADO"
"1555","334","11","2025-II","1","13.2","12.29",,"12.75","85","MATRICULADO"
"1556","334","6","2025-II","1","11.69","12.49",,"12.09","86","MATRICULADO"
"1557","334","17","2025-II","1","9.79","11.34",,"10.57","86","MATRICULADO"
"1558","334","8","2025-II","1","11.82","12.43",,"12.13","85","MATRICULADO"
"1559","334","27","2025-II","1","13.53","12.65",,"13.09","87","MATRICULADO"
"1560","334","23","2025-II","1","11.91","9.91",,"10.91","89","MATRICULADO"
"1561","335","13","2025-II","1","13.86","9.76",,"11.81","86","MATRICULADO"
"1562","335","2","2025-II","1","13","11.33",,"12.17","87","MATRICULADO"
"1563","335","16","2025-II","1","12.29","13.65",,"12.97","84","MATRICULADO"
"1564","335","25","2025-II","1","11.13","12.7",,"11.92","82","MATRICULADO"
"1565","336","22","2025-II","1","9.8","7.4",,"8.6","58","MATRICULADO"
"1566","336","14","2025-II","1","6.85","10.06",,"8.46","62","MATRICULADO"
"1567","336","28","2025-II","1","6.64","5.89",,"6.27","62","MATRICULADO"
"1568","336","9","2025-II","1","8.17","8",,"8.09","64","MATRICULADO"
"1569","336","1","2025-II","1","9.76","9.93",,"9.85","63","MATRICULADO"
"1570","336","21","2025-II","1","9.43","8.93",,"9.18","55","MATRICULADO"
"1571","337","22","2025-II","1","7.98","7.94",,"7.96","64","MATRICULADO"
"1572","337","9","2025-II","1","7.91","8.39",,"8.15","59","MATRICULADO"
"1573","337","14","2025-II","2","6.53","7.48",,"7.01","58","MATRICULADO"
"1574","337","17","2025-II","1","10.16","9.42",,"9.79","56","MATRICULADO"
"1575","337","7","2025-II","1","7.84","7.96",,"7.9","55","MATRICULADO"
"1576","338","28","2025-II","1","10.86","12.78",,"11.82","84","MATRICULADO"
"1577","338","11","2025-II","1","9.85","9.73",,"9.79","80","MATRICULADO"
"1578","338","27","2025-II","1","13.21","12.22",,"12.72","84","MATRICULADO"
"1579","338","24","2025-II","1","14.5","13.96",,"14.23","84","MATRICULADO"
"1580","339","10","2025-II","1","11.75","13.25",,"12.5","84","MATRICULADO"
"1581","339","22","2025-II","1","12.11","14.23",,"13.17","81","MATRICULADO"
"1582","339","28","2025-II","1","14.13","12.14",,"13.14","88","MATRICULADO"
"1583","339","21","2025-II","1","11.11","10.91",,"11.01","84","MATRICULADO"
"1584","339","11","2025-II","1","12.23","10.14",,"11.19","80","MATRICULADO"
"1585","340","13","2025-II","1","13.6","12.39",,"13","84","MATRICULADO"
"1586","340","12","2025-II","1","13.64","12.93",,"13.29","89","MATRICULADO"
"1587","340","18","2025-II","1","14.42","13.41",,"13.92","89","MATRICULADO"
"1588","340","11","2025-II","1","10.61","13.13",,"11.87","89","MATRICULADO"
"1589","341","8","2025-II","1","17.05","17.38",,"17.22","97","MATRICULADO"
"1590","341","12","2025-II","1","17.53","17.53",,"17.53","96","MATRICULADO"
"1591","341","18","2025-II","1","14.74","15.51",,"15.13","92","MATRICULADO"
"1592","341","4","2025-II","1","17.72","17.66",,"17.69","96","MATRICULADO"
"1593","341","9","2025-II","1","16.69","14.79",,"15.74","93","MATRICULADO"
"1594","342","4","2025-II","1","8.99","5.98",,"7.49","58","MATRICULADO"
"1595","342","19","2025-II","2","5.74","9.83",,"7.79","56","MATRICULADO"
"1596","342","9","2025-II","2","7.38","10.27",,"8.83","61","MATRICULADO"
"1597","342","10","2025-II","1","6.87","9.93",,"8.4","61","MATRICULADO"
"1598","343","12","2025-II","1","10.96","10.65",,"10.81","76","MATRICULADO"
"1599","343","3","2025-II","1","13.04","9.63",,"11.34","74","MATRICULADO"
"1600","343","11","2025-II","1","13.08","12.37",,"12.73","71","MATRICULADO"
"1601","343","9","2025-II","2","11.73","13.06",,"12.4","76","MATRICULADO"
"1602","343","27","2025-II","1","11.86","9.65",,"10.76","71","MATRICULADO"
"1603","344","1","2025-II","1","15.38","17.81",,"16.6","91","MATRICULADO"
"1604","344","10","2025-II","1","13.92","15.72",,"14.82","99","MATRICULADO"
"1605","344","14","2025-II","1","16.23","14.84",,"15.54","96","MATRICULADO"
"1606","344","20","2025-II","1","15.4","17.58",,"16.49","99","MATRICULADO"
"1607","345","12","2025-II","1","10.8","12.57",,"11.69","82","MATRICULADO"
"1608","345","17","2025-II","2","11.47","14.01",,"12.74","83","MATRICULADO"
"1609","345","27","2025-II","1","12.68","10.1",,"11.39","86","MATRICULADO"
"1610","345","3","2025-II","1","11.26","13.57",,"12.42","80","MATRICULADO"
"1611","345","19","2025-II","1","14.04","9.67",,"11.86","84","MATRICULADO"
"1612","345","4","2025-II","1","9.9","12.12",,"11.01","83","MATRICULADO"
"1613","346","12","2025-II","1","11.64","14.3",,"12.97","85","MATRICULADO"
"1614","346","21","2025-II","1","11.04","10.65",,"10.85","82","MATRICULADO"
"1615","346","13","2025-II","1","10.72","12.92",,"11.82","86","MATRICULADO"
"1616","346","11","2025-II","1","10.8","12.71",,"11.76","84","MATRICULADO"
"1617","346","7","2025-II","1","11.83","13.76",,"12.8","88","MATRICULADO"
"1618","347","4","2025-II","1","14.6","17.01",,"15.81","98","MATRICULADO"
"1619","347","5","2025-II","1","14.67","16.98",,"15.83","97","MATRICULADO"
"1620","347","23","2025-II","1","16.86","18.29",,"17.58","97","MATRICULADO"
"1621","347","1","2025-II","1","17.06","16.18",,"16.62","95","MATRICULADO"
"1622","348","13","2025-II","1","12.34","11.03",,"11.69","88","MATRICULADO"
"1623","348","6","2025-II","1","13.77","13.59",,"13.68","85","MATRICULADO"
"1624","348","5","2025-II","1","14.48","9.82",,"12.15","83","MATRICULADO"
"1625","348","9","2025-II","1","14.11","9.98",,"12.05","87","MATRICULADO"
"1626","349","1","2025-II","1","14.06","16.14",,"15.1","93","MATRICULADO"
"1627","349","27","2025-II","1","17.38","13.85",,"15.62","90","MATRICULADO"
"1628","349","25","2025-II","1","15.07","18.25",,"16.66","98","MATRICULADO"
"1629","349","6","2025-II","1","16.49","15.35",,"15.92","90","MATRICULADO"
"1630","350","25","2025-II","2","6.54","8.74",,"7.64","61","MATRICULADO"
"1631","350","5","2025-II","3","7.72","6.21",,"6.97","58","MATRICULADO"
"1632","350","13","2025-II","2","10.43","7.6",,"9.02","56","MATRICULADO"
"1633","351","2","2025-II","1","14.36","12.28",,"13.32","88","MATRICULADO"
"1634","351","20","2025-II","1","14.47","12.22",,"13.35","87","MATRICULADO"
"1635","351","28","2025-II","1","9.89","14.36",,"12.13","86","MATRICULADO"
"1636","352","24","2025-II","1","17.42","15.37",,"16.4","95","MATRICULADO"
"1637","352","13","2025-II","1","17.21","15.16",,"16.19","94","MATRICULADO"
"1638","352","6","2025-II","1","17","17.92",,"17.46","93","MATRICULADO"
"1639","352","28","2025-II","1","17.9","15.93",,"16.92","97","MATRICULADO"
"1640","353","15","2025-II","2","11.18","11.73",,"11.46","76","MATRICULADO"
"1641","353","5","2025-II","1","10.37","13.21",,"11.79","75","MATRICULADO"
"1642","353","3","2025-II","1","10.93","9.28",,"10.11","73","MATRICULADO"
"1643","353","4","2025-II","1","12.34","13.35",,"12.85","75","MATRICULADO"
"1644","353","24","2025-II","1","10.56","9.92",,"10.24","71","MATRICULADO"
"1645","354","7","2025-II","1","6.09","7.61",,"6.85","62","MATRICULADO"
"1646","354","15","2025-II","3","6.11","8.39",,"7.25","60","MATRICULADO"
"1647","354","25","2025-II","1","8.65","6.6",,"7.63","57","MATRICULADO"
"1648","354","12","2025-II","1","10.32","6.97",,"8.65","60","MATRICULADO"
"1649","355","24","2025-II","1","8.99","5.7",,"7.35","56","MATRICULADO"
"1650","355","12","2025-II","1","9.42","5.76",,"7.59","64","MATRICULADO"
"1651","355","7","2025-II","2","8.68","6.42",,"7.55","55","MATRICULADO"
"1652","355","15","2025-II","1","7","8.62",,"7.81","57","MATRICULADO"
"1653","356","7","2025-II","2","7.25","8.13",,"7.69","60","MATRICULADO"
"1654","356","9","2025-II","1","7.69","8.75",,"8.22","64","MATRICULADO"
"1655","356","21","2025-II","1","8.01","6.49",,"7.25","59","MATRICULADO"
"1656","356","23","2025-II","1","6.26","6.93",,"6.6","64","MATRICULADO"
"1657","356","28","2025-II","2","9.76","10.47",,"10.12","59","MATRICULADO"
"1658","357","17","2025-II","1","14.62","15.09",,"14.86","99","MATRICULADO"
"1659","357","19","2025-II","1","15.89","15.73",,"15.81","97","MATRICULADO"
"1660","357","18","2025-II","1","17.3","18.08",,"17.69","92","MATRICULADO"
"1661","357","21","2025-II","1","17.63","17.99",,"17.81","90","MATRICULADO"
"1662","358","11","2025-II","2","9.46","10.49",,"9.98","61","MATRICULADO"
"1663","358","2","2025-II","3","10.17","8.07",,"9.12","62","MATRICULADO"
"1664","358","9","2025-II","3","8.08","8.24",,"8.16","56","MATRICULADO"
"1665","358","1","2025-II","2","9.05","7.38",,"8.22","62","MATRICULADO"
"1666","359","2","2025-II","1","7.71","9.29",,"8.5","59","MATRICULADO"
"1667","359","25","2025-II","2","7.58","8.3",,"7.94","60","MATRICULADO"
"1668","359","19","2025-II","2","10.28","7.82",,"9.05","59","MATRICULADO"
"1669","360","3","2025-II","1","14.58","17.53",,"16.06","93","MATRICULADO"
"1670","360","14","2025-II","1","14.98","13.6",,"14.29","92","MATRICULADO"
"1671","360","28","2025-II","1","14.98","16.12",,"15.55","97","MATRICULADO"
"1672","361","23","2025-II","1","13.28","12.43",,"12.86","70","MATRICULADO"
"1673","361","27","2025-II","1","9.54","9.4",,"9.47","72","MATRICULADO"
"1674","361","24","2025-II","1","9.67","9.13",,"9.4","79","MATRICULADO"
"1675","361","8","2025-II","1","13.46","9.88",,"11.67","74","MATRICULADO"
"1676","361","6","2025-II","1","9.17","10.72",,"9.95","78","MATRICULADO"
"1677","362","22","2025-II","1","16.5","17.15",,"16.83","98","MATRICULADO"
"1678","362","3","2025-II","1","17.66","18.12",,"17.89","91","MATRICULADO"
"1679","362","24","2025-II","1","17.74","17.04",,"17.39","99","MATRICULADO"
"1680","362","9","2025-II","1","17.94","16.32",,"17.13","91","MATRICULADO"
"1681","363","2","2025-II","1","11.55","14.02",,"12.79","82","MATRICULADO"
"1682","363","21","2025-II","1","13.55","12.72",,"13.14","87","MATRICULADO"
"1683","363","1","2025-II","1","12.38","12.98",,"12.68","87","MATRICULADO"
"1684","363","20","2025-II","1","14.13","9.61",,"11.87","83","MATRICULADO"
"1685","363","17","2025-II","2","10.8","10.81",,"10.81","85","MATRICULADO"
"1686","364","8","2025-II","1","11.12","10.18",,"10.65","87","MATRICULADO"
"1687","364","5","2025-II","1","12.05","13.43",,"12.74","83","MATRICULADO"
"1688","364","18","2025-II","1","13.23","14.33",,"13.78","85","MATRICULADO"
"1689","364","2","2025-II","1","10.34","11.78",,"11.06","87","MATRICULADO"
"1690","365","10","2025-II","1","12.28","11.22",,"11.75","74","MATRICULADO"
"1691","365","18","2025-II","1","13.35","11.23",,"12.29","78","MATRICULADO"
"1692","365","14","2025-II","1","8.99","12.37",,"10.68","75","MATRICULADO"
"1693","365","16","2025-II","2","11.73","8.68",,"10.21","72","MATRICULADO"
"1694","366","7","2025-II","1","14.56","15.27",,"14.92","91","MATRICULADO"
"1695","366","17","2025-II","1","16.65","15.14",,"15.9","97","MATRICULADO"
"1696","366","22","2025-II","1","16.4","16.51",,"16.46","92","MATRICULADO"
"1697","366","15","2025-II","1","17.75","16.82",,"17.29","97","MATRICULADO"
"1698","367","14","2025-II","1","9.62","10.1",,"9.86","79","MATRICULADO"
"1699","367","19","2025-II","1","12.12","13.46",,"12.79","77","MATRICULADO"
"1700","367","27","2025-II","1","9.89","8.98",,"9.44","76","MATRICULADO"
"1701","367","24","2025-II","1","12.84","11.15",,"12","70","MATRICULADO"
"1702","367","18","2025-II","2","9.54","13.39",,"11.47","72","MATRICULADO"
"1703","368","19","2025-II","1","14.09","16.52",,"15.31","96","MATRICULADO"
"1704","368","16","2025-II","1","17.07","18.14",,"17.61","95","MATRICULADO"
"1705","368","21","2025-II","1","14.08","15.53",,"14.81","96","MATRICULADO"
"1706","368","6","2025-II","1","18.13","13.75",,"15.94","94","MATRICULADO"
"1707","369","26","2025-II","1","13.17","12.98",,"13.08","76","MATRICULADO"
"1708","369","21","2025-II","1","11.84","11.7",,"11.77","71","MATRICULADO"
"1709","369","2","2025-II","1","10.14","11.21",,"10.68","77","MATRICULADO"
"1710","369","28","2025-II","1","8.95","13.49",,"11.22","77","MATRICULADO"
"1711","369","18","2025-II","1","11.94","12.12",,"12.03","75","MATRICULADO"
"1712","370","3","2025-II","1","7.47","8.03",,"7.75","58","MATRICULADO"
"1713","370","7","2025-II","2","7.64","10.17",,"8.91","58","MATRICULADO"
"1714","370","4","2025-II","1","7.88","6.23",,"7.06","58","MATRICULADO"
"1715","371","8","2025-II","1","9.81","10.84",,"10.33","75","MATRICULADO"
"1716","371","11","2025-II","2","12.17","9.36",,"10.77","76","MATRICULADO"
"1717","371","22","2025-II","1","9.19","8.58",,"8.89","76","MATRICULADO"
"1718","371","9","2025-II","1","11.1","9.24",,"10.17","71","MATRICULADO"
"1719","372","22","2025-II","1","16.92","14.06",,"15.49","95","MATRICULADO"
"1720","372","6","2025-II","1","15.73","16.75",,"16.24","99","MATRICULADO"
"1721","372","18","2025-II","1","15.62","14.56",,"15.09","97","MATRICULADO"
"1722","372","10","2025-II","1","14.75","14.85",,"14.8","96","MATRICULADO"
"1723","372","7","2025-II","1","14.86","17.05",,"15.96","97","MATRICULADO"
"1724","372","15","2025-II","1","15.32","14.96",,"15.14","93","MATRICULADO"
"1725","373","20","2025-II","1","13.05","10.11",,"11.58","78","MATRICULADO"
"1726","373","13","2025-II","1","12.87","10.59",,"11.73","74","MATRICULADO"
"1727","373","2","2025-II","1","11.17","12.64",,"11.91","75","MATRICULADO"
"1728","373","6","2025-II","1","10.13","10.9",,"10.52","74","MATRICULADO"
"1729","373","19","2025-II","2","10.98","9.33",,"10.16","73","MATRICULADO"
"1730","374","26","2025-II","1","9.83","11.68",,"10.76","89","MATRICULADO"
"1731","374","17","2025-II","2","11.58","14.28",,"12.93","85","MATRICULADO"
"1732","374","23","2025-II","1","12.27","12.49",,"12.38","83","MATRICULADO"
"1733","374","25","2025-II","1","9.77","10.9",,"10.34","82","MATRICULADO"
"1734","374","10","2025-II","2","9.55","9.63",,"9.59","80","MATRICULADO"
"1735","375","27","2025-II","2","6.47","8.3",,"7.39","57","MATRICULADO"
"1736","375","12","2025-II","1","7.28","8.87",,"8.08","58","MATRICULADO"
"1737","375","15","2025-II","1","8.19","7",,"7.6","63","MATRICULADO"
"1738","376","20","2025-II","1","12.65","11.01",,"11.83","86","MATRICULADO"
"1739","376","6","2025-II","1","9.98","9.81",,"9.9","80","MATRICULADO"
"1740","376","26","2025-II","1","12.82","13.94",,"13.38","84","MATRICULADO"
"1741","376","17","2025-II","1","10.19","14.26",,"12.23","83","MATRICULADO"
"1742","377","24","2025-II","2","10.6","11.14",,"10.87","73","MATRICULADO"
"1743","377","9","2025-II","1","10.11","9.7",,"9.91","72","MATRICULADO"
"1744","377","13","2025-II","1","9.53","11.06",,"10.3","79","MATRICULADO"
"1745","377","6","2025-II","2","8.77","12.97",,"10.87","73","MATRICULADO"
"1746","378","23","2025-II","1","9.99","9.89",,"9.94","75","MATRICULADO"
"1747","378","19","2025-II","1","9.47","10.76",,"10.12","76","MATRICULADO"
"1748","378","2","2025-II","2","11.57","11.69",,"11.63","73","MATRICULADO"
"1749","378","1","2025-II","1","13.23","13.28",,"13.26","79","MATRICULADO"
"1750","379","15","2025-II","1","10.6","9.09",,"9.85","73","MATRICULADO"
"1751","379","9","2025-II","1","11.49","10.98",,"11.24","76","MATRICULADO"
"1752","379","26","2025-II","1","8.95","12.17",,"10.56","74","MATRICULADO"
"1753","379","23","2025-II","1","12.29","9.89",,"11.09","71","MATRICULADO"
"1754","380","18","2025-II","1","9.62","11.68",,"10.65","75","MATRICULADO"
"1755","380","6","2025-II","2","9.83","12.48",,"11.16","71","MATRICULADO"
"1756","380","16","2025-II","2","9.4","10.56",,"9.98","75","MATRICULADO"
"1757","380","10","2025-II","1","13.36","9.71",,"11.54","72","MATRICULADO"
"1758","381","27","2025-II","1","9.56","10.73",,"10.15","75","MATRICULADO"
"1759","381","19","2025-II","1","10.4","11",,"10.7","73","MATRICULADO"
"1760","381","9","2025-II","1","9.72","13.13",,"11.43","78","MATRICULADO"
"1761","381","21","2025-II","1","10.25","8.72",,"9.49","71","MATRICULADO"
"1762","381","20","2025-II","1","12.98","10.92",,"11.95","77","MATRICULADO"
"1763","382","4","2025-II","2","6.53","5.86",,"6.2","62","MATRICULADO"
"1764","382","14","2025-II","2","5.88","9.41",,"7.65","61","MATRICULADO"
"1765","382","2","2025-II","2","10.2","10.25",,"10.23","64","MATRICULADO"
"1766","382","23","2025-II","2","5.6","9.84",,"7.72","57","MATRICULADO"
"1767","383","6","2025-II","1","16.35","14.97",,"15.66","97","MATRICULADO"
"1768","383","26","2025-II","1","15.02","17.34",,"16.18","99","MATRICULADO"
"1769","383","10","2025-II","1","18.12","16.45",,"17.29","91","MATRICULADO"
"1770","383","4","2025-II","1","14.25","15.17",,"14.71","92","MATRICULADO"
"1771","383","3","2025-II","1","17.83","13.57",,"15.7","94","MATRICULADO"
"1772","383","9","2025-II","1","14.08","16.83",,"15.46","99","MATRICULADO"
"1773","384","8","2025-II","1","10.43","11.15",,"10.79","80","MATRICULADO"
"1774","384","14","2025-II","2","9.55","13.47",,"11.51","89","MATRICULADO"
"1775","384","9","2025-II","1","13.03","11.27",,"12.15","86","MATRICULADO"
"1776","384","6","2025-II","2","12.58","14.26",,"13.42","89","MATRICULADO"
"1777","384","20","2025-II","1","12.73","14.45",,"13.59","80","MATRICULADO"
"1778","385","25","2025-II","3","6.9","6.59",,"6.75","57","MATRICULADO"
"1779","385","16","2025-II","2","8.99","5.98",,"7.49","58","MATRICULADO"
"1780","385","18","2025-II","1","9.03","9.44",,"9.24","63","MATRICULADO"
"1781","385","21","2025-II","2","9.02","6.58",,"7.8","64","MATRICULADO"
"1782","385","5","2025-II","1","9.88","6.97",,"8.43","63","MATRICULADO"
"1783","386","12","2025-II","1","6.39","5.72",,"6.06","61","MATRICULADO"
"1784","386","8","2025-II","1","6.19","6.57",,"6.38","61","MATRICULADO"
"1785","386","18","2025-II","2","6.09","9.68",,"7.89","63","MATRICULADO"
"1786","386","17","2025-II","2","5.6","6.22",,"5.91","61","MATRICULADO"
"1787","387","5","2025-II","1","13.3","13.7",,"13.5","89","MATRICULADO"
"1788","387","3","2025-II","1","13.58","10.8",,"12.19","88","MATRICULADO"
"1789","387","14","2025-II","1","12.18","11.08",,"11.63","89","MATRICULADO"
"1790","387","27","2025-II","1","14.15","11.54",,"12.85","82","MATRICULADO"
"1791","387","1","2025-II","1","13","11.71",,"12.36","81","MATRICULADO"
"1792","387","7","2025-II","1","11.59","12.63",,"12.11","88","MATRICULADO"
"1793","388","10","2025-II","1","5.99","6.31",,"6.15","60","MATRICULADO"
"1794","388","3","2025-II","3","8.91","6.8",,"7.86","57","MATRICULADO"
"1795","388","14","2025-II","1","6.46","6.32",,"6.39","57","MATRICULADO"
"1796","388","21","2025-II","1","8.31","7.46",,"7.89","57","MATRICULADO"
"1797","388","5","2025-II","2","9.24","7.41",,"8.33","61","MATRICULADO"
"1798","389","17","2025-II","3","9.99","7.28",,"8.64","55","MATRICULADO"
"1799","389","12","2025-II","1","7.26","9.98",,"8.62","59","MATRICULADO"
"1800","389","13","2025-II","1","7.54","8.83",,"8.19","56","MATRICULADO"
"1801","389","15","2025-II","2","7.58","8.12",,"7.85","58","MATRICULADO"
